price,normalPrice,discount,discount_percentage,url,name
24.95,41.9991,"17,05 €",-1.705%,https://jugamosotra.com/juegos/5584-el-oraculo-de-delfos.html,El Oráculo de Delfos
27.94,39.942099,"12,00 €",-1.200%,https://jugamosotra.com/juegos/5583-la-guerra-de-los-mundos-nueva-oleada.html,La Guerra de los Mundos: Nueva Oleada
38.95,54.9461,"16,00 €",-1.600%,https://jugamosotra.com/1-5-jugadores/4262-manhattan-project-energy-empire.html,MANHATTAN PROJECT: ENERGY EMPIRE
36.95,52.9496,"16,00 €",-1.600%,https://jugamosotra.com/2-4-jugadores/4221-los-pioneros.html,Los Pioneros
31.95,44.9999,"13,05 €",-1.305%,https://jugamosotra.com/juegos/4622-abyss-castellano.html,Abyss (Castellano)
27.95,39.9542,"12,00 €",-1.200%,https://jugamosotra.com/juegos-para-grupos-de-jugadores/3765-asesinato-en-hong-kong.html,Asesinato en Hong Kong
17.95,29.9959,"12,05 €",-1.205%,https://jugamosotra.com/juegos/5563-cats.html,Cats
15.94,27.9389,"12,00 €",-1.200%,https://jugamosotra.com/juegos/5562-orbital.html,Orbital
14.95,24.9986,"10,05 €",-1.005%,https://jugamosotra.com/juegos/5561-senators.html,Senators
9.95,15.9478,"6,00 €",-600%,https://jugamosotra.com/juegos/5560-lusitania.html,Lusitania
8.95,12.947,"4,00 €",-400%,https://jugamosotra.com/juegos/5559-a-todo-tren.html,A todo Tren
11.94,23.9943,"12,05 €",-1.205%,https://jugamosotra.com/2-4-jugadores/1567-ylandyss.html,Ylandyss
11.95,20.0013,"8,05 €",-805%,https://jugamosotra.com/2-5-jugadores/5558-1920-wall-street-extras.html,1920 Wall Street
11.95,18.0048,"6,05 €",-605%,https://jugamosotra.com/2-jugadores/5557-1911-amundsen-vs-scott-segunda-edicion.html,1911 Amundsen vs Scott
9.94,19.9408,"10,00 €",-1.000%,https://jugamosotra.com/juegos/5553-aton.html,Aton
19.94,44.9394,"25,00 €",-2.500%,https://jugamosotra.com/juegos/5552-eketorp.html,Eketorp
19.94,39.942099,"20,00 €",-2.000%,https://jugamosotra.com/juegos/5551-aqua-romana.html,Aqua Romana
17.94,34.9448,"17,00 €",-1.700%,https://jugamosotra.com/juegos/5550-alhambra-new-york.html,Alhambra New York
14.94,39.942099,"25,00 €",-2.500%,https://jugamosotra.com/juegos/5549-der-palast-von-alhambra-sonderedition-bonn.html,Der Palast von Alhambra - Sonderedition Bonn
14.95,38.949899,"24,00 €",-2.400%,https://jugamosotra.com/juegos/5548-dreams.html,Dreams
